Reference	ID	Tags	SupportReference	Quote	GLQuote	Occurrence	Note
1:24	e299		rc://*/ta/man/translate/figs-quotemarks	πᾶσα σὰρξ ὡς χόρτος, καὶ πᾶσα δόξα αὐτῆς ὡς ἄνθος χόρτου. ἐξηράνθη ὁ χόρτος, καὶ τὸ ἄνθος ἐξέπεσεν,		1	In these clauses and the first clause of the next verse, Peter quotes parts of [Isaiah 40:6–8](../isa/40/06.md). It may be helpful to your readers to indicate this by setting off all of this material with quotation marks or with whatever punctuation or convention your language uses to indicate a quotation.
1:24	ysnb		rc://*/ta/man/translate/figs-genericnoun	ἄνθος χόρτου. ἐξηράνθη ὁ χόρτος, καὶ τὸ ἄνθος ἐξέπεσεν		1	Peter quotes Isaiah speaking of **grass** and flowers in general, not of one particular blade of **grass** or one **flower**. If this would be misunderstood in your language, use a more natural phrase. Alternate translation: “flowers of grass. Grass dried up, and flowers fell off”
3:13	wkw4			Connecting Statement:		0	# Connecting Statement:\n\nIn [3:13–22](../03/13.md) Peter teaches the believers how to behave when unbelievers persecute them.
