Reference	ID	Tags	SupportReference	Quote	GLQuote	Occurrence	Note
4:16	j291		rc://*/ta/man/translate/figs-abstractnouns	καυχᾶσθε ἐν ταῖς ἀλαζονίαις ὑμῶν. πᾶσα καύχησις τοιαύτη πονηρά ἐστιν		1	If it would be helpful in your language, you could express the abstract nouns **pretensions** and **boasting** (the second occurrence of the word in ULT) by stating the ideas behind them with equivalent expressions. Alternate translation: “you are boasting about what you presume you will be able to do. It is always wrong to boast like that”
5:5	j308		rc://*/ta/man/translate/figs-parallelism	ἐτρυφήσατε ἐπὶ τῆς γῆς. καὶ ἐσπαταλήσατε		1	These two phrases mean similar things. James is using them together for emphasis. If it would be helpful in your language, you could combine them. Alternate translation: “You have indulged yourselves with earthly luxuries”
