Reference	ID	Tags	SupportReference	Quote	GLQuote	Occurrence	Note
2:21	j7s6		rc://*/ta/man/translate/figs-genericnoun	τῆς & ἁγίας ἐντολῆς		2	Peter uses **the holy commandment** to speak of the commands of God in general. He is not referring to one specific **commandment**. These commands were **delivered** by the apostles to the believers. Alternate translation: “the holy commands”
2:21	xwid		rc://*/ta/man/translate/figs-abstractnouns	τῆς & ἁγίας ἐντολῆς		2	If it would be helpful in your language, you could express the ideas behind the abstract noun **commandment** with an equivalent expression. Alternate translation: “what God commanded”
